seed,Phi,Phi_per_n,v0,theta,lam,xi,rho,H
3,76081.92532905086,32.23810395298766,0.023678555171851606,0.062490014144478495,2.1172755184537557,0.9218715428267213,-0.7347368176245668,0.4999999999852536
