seed,Phi,Phi_per_n,v0,theta,lam,xi,rho,H
2,76081.9253270625,32.23810395214513,0.023678554345136778,0.062490017131812514,2.1172760347807476,0.9218720656458369,-0.734736617491995,0.4999999999996296
