model,v0,theta,lam,xi,rho,H,Phi,Phi_per_n,rmse_bp,inside_pct,n
"rough Heston (H free), refit",0.023678887048846308,0.06247409373040432,2.1184231869578474,0.9220043360665975,-0.734739816612632,0.4999999999761281,76160.08489056362,31.536267035430072,43.55669972762361,10.31055900621118,2415
