mat,T,k,bid,ask,mid,w,half_spread,in_cone
1,0.10403832886482053,-0.12172476369414673,0.236545781,0.237668065,0.237106923,0.005849002902201644,0.0005611420000000006,True
1,0.10403832886482053,-0.12011315941241156,0.235368272,0.236660164,0.236014218,0.0057952169758915765,0.0006459460000000083,True
1,0.10403832886482053,-0.11850414822056302,0.234351825,0.235626028,0.234988926,0.005744975227704986,0.0006371014999999869,True
1,0.10403832886482053,-0.11770061355317839,0.23374297,0.23500919,0.23437608,0.005715048761953223,0.0006331100000000062,True
1,0.10403832886482053,-0.1168977229113855,0.233128801,0.234387131,0.233757966,0.005684944209503178,0.000629165000000001,True
1,0.10403832886482053,-0.11529387294393502,0.232062766,0.233304297,0.232683532,0.0056328042977220535,0.0006207654999999951,True
1,0.10403832886482053,-0.11369259119271886,0.230971341,0.232022015,0.231496678,0.005575488111356722,0.0005253370000000007,True
1,0.10403832886482053,-0.11209387056462496,0.229854945,0.23106418,0.230459562,0.005525643118301365,0.0006046175000000015,True
1,0.10403832886482053,-0.11049770064822574,0.228713971,0.22990767,0.22931082,0.0054706944896135146,0.0005968495000000101,True
1,0.10403832886482053,-0.10970057008387736,0.228049364,0.229404881,0.228727122,0.005442879235778393,0.0006777585000000003,True
1,0.10403832886482053,-0.10890407443059218,0.227548789,0.228895076,0.228221932,0.005418862394080328,0.0006731435000000008,True
1,0.10403832886482053,-0.10731298493049322,0.226526447,0.227689156,0.227107802,0.005366084112260414,0.0005813545000000059,True
1,0.10403832886482053,-0.10572442186365852,0.225311783,0.226296483,0.225804133,0.005304654967151099,0.0004923500000000025,True
1,0.10403832886482053,-0.10413837832753657,0.224236384,0.225369668,0.224803026,0.005257722654733927,0.0005666419999999922,True
1,0.10403832886482053,-0.10255484745060738,0.223133984,0.224252635,0.22369331,0.005205942408081396,0.0005593254999999991,True
1,0.10403832886482053,-0.1017640208057218,0.222572788,0.223684266,0.223128527,0.005179687568242682,0.0005557389999999995,True
1,0.10403832886482053,-0.10097381907345361,0.222004993,0.223266654,0.222635824,0.005156837689060635,0.0006308304999999986,True
1,0.10403832886482053,-0.09939528640176698,0.220849793,0.222095595,0.221472694,0.005103096072241518,0.000622901000000009,True
1,0.10403832886482053,-0.09781924267162044,0.219668739,0.220745691,0.220207215,0.005044945237279847,0.0005384759999999961,True
1,0.10403832886482053,-0.09624567784619874,0.218614463,0.219828813,0.219221638,0.004999887176446646,0.0006071750000000015,True
1,0.10403832886482053,-0.09467458523735302,0.217531148,0.218729944,0.218130546,0.00495024097344826,0.000599398000000001,True
1,0.10403832886482053,-0.09388996468741515,0.216904064,0.218095658,0.217499861,0.004921656904185871,0.0005957969999999951,True
1,0.10403832886482053,-0.09310595818668127,0.216419222,0.217602877,0.217011049,0.004899559772077678,0.0005918275000000028,True
1,0.10403832886482053,-0.09153978677777115,0.215279082,0.21644799,0.215863536,0.004847880894790456,0.0005844539999999981,True
1,0.10403832886482053,-0.09075761994876709,0.214625738,0.215932625,0.215279182,0.004821669481146579,0.0006534434999999894,True
1,0.10403832886482053,-0.0899760655207468,0.214111097,0.215121644,0.21461637,0.004792024806938825,0.0005052735000000003,True
1,0.10403832886482053,-0.08919512034976547,0.21358866,0.214592708,0.214090684,0.004768578178118384,0.0005020239999999898,True
1,0.10403832886482053,-0.08841478457826758,0.212915604,0.214198289,0.213556947,0.004744831287685509,0.0006413424999999889,True
1,0.10403832886482053,-0.08763505725592231,0.212378661,0.213511955,0.212945308,0.004717691286084789,0.0005666470000000035,True
1,0.10403832886482053,-0.08685593743461971,0.211834078,0.213100627,0.212467352,0.004696537325267334,0.000633274499999989,True
1,0.10403832886482053,-0.08607742416846459,0.211281908,0.212540553,0.21191123,0.0046719836277740595,0.0006293225000000013,True
1,0.10403832886482053,-0.08529951760281235,0.210722201,0.211973047,0.211347624,0.004647165156490803,0.000625423,True
1,0.10403832886482053,-0.08452221461724292,0.210155004,0.211398156,0.21077658,0.004622086561889982,0.0006215759999999987,True
1,0.10403832886482053,-0.08374551536235371,0.209580363,0.210815923,0.210198143,0.00459675246352127,0.0006177799999999983,True
1,0.10403832886482053,-0.08296941890103789,0.208998323,0.210226389,0.209612356,0.004571167406295859,0.0006140329999999999,True
1,0.10403832886482053,-0.08219392429836915,0.208544857,0.209494263,0.20901956,0.004545348908648489,0.000474702999999993,True
1,0.10403832886482053,-0.0814190306215946,0.207947323,0.209025575,0.208486449,0.004522192364742726,0.0005391260000000009,True
1,0.10403832886482053,-0.08064473802411336,0.207342521,0.20854803,0.207945276,0.004498746119873202,0.0006027544999999968,True
1,0.10403832886482053,-0.07987104340868945,0.206863924,0.20792889,0.207396407,0.00447502869199439,0.0005324830000000003,True
1,0.10403832886482053,-0.07909794693387523,0.206243905,0.207434674,0.20683929,0.004451018960669476,0.0005953845000000041,True
1,0.10403832886482053,-0.07832544767554403,0.20561673,0.206800582,0.206208656,0.004423918840535818,0.0005919260000000065,True
1,0.10403832886482053,-0.07755354471170953,0.205113473,0.206289902,0.205701688,0.0044021929987158905,0.0005882145000000033,True
1,0.10403832886482053,-0.0767822371225188,0.204471322,0.205641012,0.205056167,0.004374606942292231,0.0005848450000000005,True
1,0.10403832886482053,-0.0760115250692204,0.203951587,0.205114057,0.204532822,0.0043523056659140755,0.0005812349999999994,True
1,0.10403832886482053,-0.07524140547742794,0.203423284,0.204578639,0.204000961,0.0043296998863147414,0.0005776774999999984,True
1,0.10403832886482053,-0.07447187851345623,0.202886465,0.203780033,0.203333249,0.004301403339792865,0.0004467840000000056,True
1,0.10403832886482053,-0.0737029432659201,0.202341184,0.203356017,0.2028486,0.004280922809338807,0.0005074164999999964,True
1,0.10403832886482053,-0.07293459882553552,0.201661138,0.202796256,0.202228697,0.004254797886939223,0.0005675590000000091,True
1,0.10403832886482053,-0.07216684428511277,0.201099829,0.202228213,0.201664021,0.004231070018790925,0.0005641919999999911,True
1,0.10403832886482053,-0.07139967981356005,0.200530186,0.2017763,0.201153243,0.004209664112186434,0.0006230569999999963,True
1,0.10403832886482053,-0.07063310235901339,0.199952253,0.201191094,0.200571673,0.0041853575167919025,0.0006194204999999953,True
1,0.10403832886482053,-0.06986711209536188,0.199366067,0.200597735,0.199981901,0.004160779992787402,0.0006158339999999957,True
1,0.10403832886482053,-0.06910170812372902,0.198894353,0.199996259,0.199445306,0.004138481390954615,0.0005509530000000068,True
1,0.10403832886482053,-0.06833688954730084,0.198291072,0.199386698,0.198838885,0.004113353232135884,0.0005478129999999942,True
1,0.10403832886482053,-0.06757265547131905,0.197679655,0.198889895,0.198284775,0.004090459577972619,0.0006051200000000007,True
1,0.10403832886482053,-0.06680900607216686,0.197180687,0.198143445,0.197662066,0.004064807922833811,0.000481379000000004,True
1,0.10403832886482053,-0.06604593832018184,0.196552413,0.19774871,0.197150562,0.004043797565585937,0.0005981484999999925,True
1,0.10403832886482053,-0.06528345239664451,0.196035266,0.19710579,0.196570528,0.004020038164014459,0.0005352619999999947,True
1,0.10403832886482053,-0.06452154741495891,0.195390278,0.196573019,0.195981648,0.003995988026637389,0.0005913704999999936,True
1,0.10403832886482053,-0.06376022249055406,0.194855122,0.196031017,0.19544307,0.003974055421280122,0.0005879475000000051,True
1,0.10403832886482053,-0.06299947780590366,0.19431068,0.195479831,0.194895255,0.00395180857358768,0.0005845754999999897,True
1,0.10403832886482053,-0.062239310349606385,0.193756997,0.194803428,0.194280212,0.003926905995942129,0.0005232155000000072,True
1,0.10403832886482053,-0.061479720308966035,0.193194113,0.194119184,0.193656649,0.003901738804494951,0.00046253549999999977,True
1,0.10403832886482053,-0.06072070680744974,0.19262207,0.193656789,0.193139429,0.0038809250350571615,0.0005173594999999948,True
1,0.10403832886482053,-0.05996226897051934,0.192040903,0.193184043,0.192612473,0.0038597767187406777,0.0005715699999999935,True
1,0.10403832886482053,-0.05920440592562505,0.191450647,0.192360422,0.191905534,0.0038314958991391753,0.0004548875000000008,True
1,0.10403832886482053,-0.05844711786238793,0.190851331,0.191982015,0.191416673,0.0038120000237908667,0.0005653419999999965,True
1,0.10403832886482053,-0.057690401791037196,0.190242986,0.191367573,0.190805279,0.003787687493142534,0.0005622935000000051,True
1,0.10403832886482053,-0.056934257905943725,0.189737641,0.19085589,0.190296765,0.003767525309792924,0.0005591244999999939,True
1,0.10403832886482053,-0.05617868534245109,0.189110714,0.190223042,0.189666878,0.003742625383829661,0.0005561639999999979,True
1,0.10403832886482053,-0.055423683237861295,0.188585623,0.189691803,0.189138713,0.003721810242385644,0.0005530899999999922,True
1,0.10403832886482053,-0.054669250731428545,0.187940231,0.189040658,0.188490444,0.0036963411105754734,0.0005502134999999936,True
1,0.10403832886482053,-0.05391538801974933,0.187395534,0.188489996,0.187942765,0.003674892093920711,0.0005472309999999952,True
1,0.10403832886482053,-0.05316209213438037,0.186840785,0.187929374,0.187385079,0.003653115302374217,0.0005442945000000005,True
1,0.10403832886482053,-0.05240936327658946,0.186276018,0.187250666,0.186763342,0.003628913706890175,0.0004873240000000112,True
1,0.10403832886482053,-0.05165720059338267,0.185701265,0.18645552,0.186078393,0.0036023446509088433,0.0003771275000000046,True
1,0.10403832886482053,-0.05090560323368939,0.185116555,0.18618806,0.185652307,0.0035858660983366228,0.0005357525000000002,True
1,0.10403832886482053,-0.050154570348356194,0.184521914,0.185587896,0.185054905,0.003562825642073305,0.0005329909999999966,True
1,0.10403832886482053,-0.04940410214078663,0.183917364,0.184977906,0.184447635,0.0035394807095669224,0.0005302709999999988,True
1,0.10403832886482053,-0.04865419566356829,0.18340855,0.184463498,0.183936024,0.00351987269601391,0.000527474,True
1,0.10403832886482053,-0.0479048511246995,0.182783707,0.183833383,0.183308545,0.003495898285066386,0.0005248379999999997,True
1,0.10403832886482053,-0.04715606768264005,0.182149013,0.183297822,0.182723417,0.0034736158187751295,0.0005744045000000003,True
1,0.10403832886482053,-0.0464078444977387,0.181608509,0.182647659,0.182128084,0.003451017847014683,0.0005195749999999943,True
1,0.10403832886482053,-0.045660180732227176,0.181057135,0.182091043,0.181574089,0.003430055248888497,0.000516954,True
1,0.10403832886482053,-0.0449130765961523,0.180494919,0.181523671,0.181009295,0.0034087497680575685,0.000514375999999997,True
1,0.10403832886482053,-0.04416652916284122,0.179819411,0.180843283,0.180331347,0.003383263481410696,0.0005119359999999906,True
1,0.10403832886482053,-0.043420538646860976,0.179236082,0.180356746,0.179796414,0.00336322109832449,0.0005603320000000106,True
1,0.10403832886482053,-0.042675104217920895,0.178743442,0.179757227,0.179250334,0.0033428224854437365,0.0005068924999999946,True
1,0.10403832886482053,-0.041930225047585354,0.178138062,0.179147021,0.178642542,0.003320191607582844,0.000504479499999988,True
1,0.10403832886482053,-0.04118590030926896,0.177521926,0.178626466,0.178074196,0.0032990990296028525,0.0005522700000000075,True
1,0.10403832886482053,-0.04044213021950173,0.176995063,0.177994441,0.177494752,0.0032776637740944163,0.0004996889999999976,True
1,0.10403832886482053,-0.03969891187206553,0.176356962,0.177451143,0.176904053,0.003255884076163784,0.0005470904999999998,True
1,0.10403832886482053,-0.03895624548793742,0.175807212,0.176797334,0.176302273,0.003233770468970165,0.000495061000000005,True
1,0.10403832886482053,-0.03821413024787668,0.175147171,0.176231344,0.175689257,0.0032113214487697076,0.0005420865000000108,True
1,0.10403832886482053,-0.03747256533446481,0.174574572,0.175653792,0.175114182,0.003190332934451127,0.0005396099999999959,True
1,0.10403832886482053,-0.03673155096951536,0.173990332,0.174967085,0.174478709,0.00316722010773638,0.0004883764999999984,True
1,0.10403832886482053,-0.03599108426364196,0.173394454,0.174464034,0.173929244,0.003147303220642985,0.0005347899999999933,True
1,0.10403832886482053,-0.03525116544304528,0.172883811,0.173851831,0.173367821,0.00312701776900661,0.00048401000000000693,True
1,0.10403832886482053,-0.03451179369754345,0.172264239,0.173324392,0.172794315,0.0031063634492832603,0.0005300764999999902,True
1,0.10403832886482053,-0.03377296821875048,0.171633028,0.172688663,0.172160845,0.003083629124206474,0.0005278174999999996,True
1,0.10403832886482053,-0.03303468820007048,0.171085784,0.172136864,0.171611324,0.0030639752407871923,0.0005255400000000049,True
1,0.10403832886482053,-0.032296953869517295,0.170430856,0.17157268,0.171001768,0.003042247682061201,0.0005709120000000067,True
1,0.10403832886482053,-0.03155976235765073,0.169859065,0.170901415,0.17038024,0.003020172987927555,0.0005211749999999987,True
1,0.10403832886482053,-0.030823113896801306,0.169274791,0.170312848,0.16979382,0.0029994189151832723,0.0005190284999999906,True
1,0.10403832886482053,-0.03008700768748262,0.168678026,0.169711877,0.169194952,0.0029782981431558694,0.0005169255000000011,True
1,0.10403832886482053,-0.029351442931972133,0.168068756,0.169004918,0.168536837,0.002955173922881699,0.0004680809999999952,True
1,0.10403832886482053,-0.0286164188343067,0.167446964,0.168472658,0.167959811,0.002934973079928817,0.0005128469999999968,True
1,0.10403832886482053,-0.027881935628551284,0.16690555,0.168020036,0.167462793,0.002917628738616016,0.0005572429999999989,True
1,0.10403832886482053,-0.02714799046494206,0.166258283,0.167368553,0.166813418,0.00289504507463589,0.0005551349999999983,True
1,0.10403832886482053,-0.026414583581791832,0.165690631,0.16679669,0.166243661,0.002875302594664473,0.0005530294999999963,True
1,0.10403832886482053,-0.02568171419012209,0.165109655,0.166211598,0.165660626,0.00285516994871525,0.0005509714999999971,True
1,0.10403832886482053,-0.02494938150268738,0.16451533,0.165613253,0.165064292,0.0028346512480221355,0.0005489615000000003,True
1,0.10403832886482053,-0.024217584733970895,0.16399883,0.165092755,0.164545792,0.0028168708033411067,0.0005469624999999978,True
1,0.10403832886482053,-0.02348632412394335,0.163377398,0.164467495,0.163922446,0.0027955690218529057,0.0005450484999999922,True
1,0.10403832886482053,-0.02275559684225272,0.162742523,0.163828884,0.163285704,0.0027738929302702007,0.000543180500000004,True
1,0.10403832886482053,-0.022025403133050042,0.162184413,0.163086676,0.162635545,0.002751847142493297,0.0004511315000000071,True
1,0.10403832886482053,-0.02129574221768139,0.161522207,0.16269121,0.162106708,0.002733980045297769,0.0005845015000000009,True
1,0.10403832886482053,-0.020566613319195702,0.160936068,0.162101268,0.161518668,0.0027141810658612314,0.0005826000000000026,True
1,0.10403832886482053,-0.019838015662340516,0.160425069,0.161407879,0.160916474,0.002693980098780979,0.0004914050000000003,True
1,0.10403832886482053,-0.019109949492850355,0.159810141,0.160878957,0.160344549,0.0026748643864420276,0.0005344080000000001,True
1,0.10403832886482053,-0.018382411999525436,0.159180882,0.160157699,0.159669291,0.0026523825457052345,0.0004884084999999955,True
1,0.10403832886482053,-0.01765540343221463,0.158537228,0.159688221,0.159112725,0.0026339237291964045,0.0005754964999999945,True
1,0.10403832886482053,-0.01692892302240887,0.157967412,0.159115087,0.15854125,0.002615037515549775,0.0005738374999999935,True
1,0.10403832886482053,-0.01620297000327313,0.157382555,0.15852702,0.157954788,0.0025957266596765382,0.0005722324999999917,True
1,0.10403832886482053,-0.015477543609641115,0.156870406,0.157923959,0.157397183,0.0025774323689364805,0.0005267765000000063,True
1,0.10403832886482053,-0.014752644092872635,0.156167456,0.157218277,0.156692867,0.0025544171505206366,0.0005254104999999898,True
1,0.10403832886482053,-0.014028268660665547,0.155624421,0.156759885,0.156192153,0.0025381178910641082,0.0005677319999999875,True
1,0.10403832886482053,-0.013304417568429275,0.154978468,0.156198279,0.155588374,0.002518533036167723,0.0006099054999999937,True
1,0.10403832886482053,-0.012581090057624474,0.154490952,0.155534027,0.15501249,0.0024999236932128346,0.0005215375000000022,True
1,0.10403832886482053,-0.01185828537135697,0.15381363,0.15494107,0.15437735,0.0024794795516165057,0.0005637199999999898,True
1,0.10403832886482053,-0.011136003765570867,0.153207215,0.1543322,0.153769707,0.0024599990609651644,0.0005624924999999975,True
1,0.10403832886482053,-0.010414242463521064,0.152584672,0.153793666,0.153189169,0.0024414592963485837,0.0006044969999999955,True
1,0.10403832886482053,-0.009693001725148262,0.152032083,0.153152492,0.152592287,0.0024224706942485874,0.0005602044999999944,True
1,0.10403832886482053,-0.008972280800090238,0.151462809,0.152581101,0.152021955,0.002404395985340688,0.0005591459999999965,True
1,0.10403832886482053,-0.008252078939605672,0.150876746,0.151993043,0.151434895,0.0023858618298043615,0.0005581484999999942,True
1,0.10403832886482053,-0.007532395396570149,0.150359508,0.151302482,0.150830995,0.0023668708427348317,0.00047148699999999266,True
1,0.10403832886482053,-0.006813230432307637,0.14956819,0.150852043,0.150210116,0.0023474250278712407,0.0006419265000000007,True
1,0.10403832886482053,-0.006094581288516358,0.149102088,0.150213129,0.149657609,0.002330188059800385,0.0005555205000000035,True
1,0.10403832886482053,-0.005376448230454692,0.148447492,0.149557035,0.149002263,0.0023098251004046682,0.0005547715000000092,True
1,0.10403832886482053,-0.004658830517417827,0.147945916,0.149054083,0.148499999,0.0022942792068098546,0.0005540834999999966,True
1,0.10403832886482053,-0.003941727410294776,0.147426312,0.148448088,0.1479372,0.002276922018077949,0.000510888000000001,True
1,0.10403832886482053,-0.0032251381715633558,0.146803487,0.147909304,0.147356395,0.002259078612740965,0.0005529084999999906,True
1,0.10403832886482053,-0.0025090630677980447,0.146077527,0.147352349,0.146714938,0.002239453434644041,0.0006374109999999905,True
1,0.10403832886482053,-0.0017934993588991602,0.14550321,0.146777071,0.14614014,0.0022219404012849796,0.0006369305000000075,True
1,0.10403832886482053,-0.0010784473153145672,0.145079981,0.146183303,0.145631642,0.0022065047163781037,0.000551660999999995,True
1,0.10403832886482053,-0.0003639062058321778,0.14446809,0.145486036,0.144977063,0.002186713884244777,0.0005089730000000098,True
1,0.10403832886482053,0.0003501246991933264,0.143782836,0.144885212,0.144334024,0.0021673587691518298,0.000551188000000008,True
1,0.10403832886482053,0.0010636461278458551,0.143189342,0.144291469,0.143740406,0.0021495675733128466,0.0005510635000000041,True
1,0.10403832886482053,0.0017766578084265846,0.142661141,0.143763173,0.143212157,0.0021337971932683304,0.0005510160000000014,True
1,0.10403832886482053,0.0024891624630698334,0.142113244,0.143130563,0.142621903,0.0021162443981113765,0.0005086594999999944,True
1,0.10403832886482053,0.0032011598162633914,0.141545444,0.142562969,0.142054206,0.0020994307873949303,0.0005087625000000096,True
1,0.10403832886482053,0.003912650589887922,0.140957515,0.142060221,0.141508868,0.002083342537463181,0.0005513529999999905,True
1,0.10403832886482053,0.004623635504284349,0.140349215,0.141537342,0.140943279,0.0020667222243105484,0.0005940635000000055,True
1,0.10403832886482053,0.005334115278258233,0.139805203,0.140994112,0.140399657,0.002050810164338979,0.0005944545000000079,True
1,0.10403832886482053,0.006044089635109911,0.139325405,0.140430291,0.139877848,0.002035594420932648,0.0005524429999999997,True
1,0.10403832886482053,0.00675356127924067,0.138824731,0.139760551,0.139292641,0.002018597416516199,0.00046791000000000194,True
1,0.10403832886482053,0.007462529930195915,0.138217761,0.13932499,0.138771376,0.002003517576795925,0.0005536145000000076,True
1,0.10403832886482053,0.008170996300682985,0.13767447,0.138783151,0.138228811,0.001987881593255782,0.0005543405000000001,True
1,0.10403832886482053,0.008878961101896163,0.137109495,0.138219822,0.137664659,0.0019716884588266326,0.0005551634999999971,True
1,0.10403832886482053,0.009586425043519637,0.136608085,0.137634702,0.137121394,0.001956157445942002,0.0005133085000000037,True
1,0.10403832886482053,0.010293387843973168,0.136084663,0.137198859,0.136641761,0.001942496605432583,0.0005570980000000059,True
1,0.10403832886482053,0.010999852190153054,0.135538917,0.136569494,0.136054206,0.0019258271808285572,0.0005152885000000024,True
1,0.10403832886482053,0.011705817796781497,0.13497051,0.136175481,0.135572996,0.0019122283593822034,0.0006024854999999996,True
1,0.10403832886482053,0.012411285367547719,0.134465371,0.135500693,0.134983032,0.0018956219364770163,0.0005176610000000026,True
1,0.10403832886482053,0.013116255604652695,0.133937266,0.135061746,0.134499506,0.001882065553534839,0.0005622400000000055,True
1,0.10403832886482053,0.013820728222538938,0.133385826,0.134340001,0.133862914,0.0018642919190864364,0.0004770874999999869,True
1,0.10403832886482053,0.014524705893686424,0.132897678,0.13402864,0.133463159,0.0018531738699063551,0.0005654810000000066,True
1,0.10403832886482053,0.015228188328887046,0.132385932,0.133520489,0.132953211,0.0018390393791193921,0.0005672784999999902,True
1,0.10403832886482053,0.015931176224430396,0.131850187,0.132988602,0.132419395,0.0018243012945702913,0.0005692075000000019,True
