model,v0,theta,lam,xi,rho,H,Phi,Phi_per_n,rmse_bp,max_abs_bp,inside_pct,n
classical Heston (H = 1/2),0.023678882534143478,0.06247408905600814,2.11842446557372,0.9220047555857658,-0.7347398003277532,0.5,76160.08489390367,31.53626703681311,43.55669356654844,185.1234597549839,10.31055900621118,2415
