seed,Phi,Phi_per_n,v0,theta,lam,xi,rho,H
1,76081.92532718187,32.23810395219571,0.023678554961574994,0.06248998844763195,2.1172780470857617,0.9218722684194982,-0.734736613691042,0.49999999999900135
