0.821820718;0.771147895;0.719409683;0.6642818;0.637825979;0.621990906;0.585484949;0.612333063;0.589713509;0.58147801;0.566122459;0.571506937;0.556567636;0.546000092;0.477167573;0.449560159;0.524672479;0.821820718;0.771147895;0.719409683;0.6642818;0.637825979;0.621990906;0.585484949;0.612333063;0.589713509;0.58147801;0.566122459;0.571506937;0.556567636;0.546000092;0.477167573;0.449560159;0.524672479
0.823252461;0.778288153;0.722971117;0.671386419;0.659086845;0.632593023;0.589011967;0.619371374;0.596733908;0.588483769;0.580100791;0.578476534;0.570481827;0.552911485;0.490800932;0.462782517;0.537469369;0.823252461;0.778288153;0.722971117;0.671386419;0.659086845;0.632593023;0.589011967;0.619371374;0.596733908;0.588483769;0.580100791;0.578476534;0.570481827;0.552911485;0.490800932;0.462782517;0.537469369
0.824684205;0.788998541;0.726532551;0.692700273;0.669717278;0.636127062;0.599593021;0.626409685;0.603754307;0.595489528;0.587089957;0.585446131;0.577438923;0.559822879;0.504434292;0.476004874;0.550266259;0.824684205;0.788998541;0.726532551;0.692700273;0.669717278;0.636127062;0.599593021;0.626409685;0.603754307;0.595489528;0.587089957;0.585446131;0.577438923;0.559822879;0.504434292;0.476004874;0.550266259
0.831842922;0.796138799;0.730093985;0.696252582;0.673260755;0.643195141;0.613701092;0.633447996;0.610774706;0.602495287;0.594079123;0.592415728;0.584396018;0.566734273;0.518067651;0.489227232;0.563063148;0.831842922;0.796138799;0.730093985;0.696252582;0.673260755;0.643195141;0.613701092;0.633447996;0.610774706;0.602495287;0.594079123;0.592415728;0.584396018;0.566734273;0.518067651;0.489227232;0.563063148
0.833990537;0.803279057;0.733655419;0.699804891;0.676804233;0.64672918;0.617228109;0.640486307;0.617795105;0.609501046;0.60106829;0.599385325;0.591353114;0.573645666;0.53170101;0.50244959;0.575860038;0.833990537;0.803279057;0.733655419;0.699804891;0.676804233;0.64672918;0.617228109;0.640486307;0.617795105;0.609501046;0.60106829;0.599385325;0.591353114;0.573645666;0.53170101;0.50244959;0.575860038
0.836138152;0.806849186;0.737216853;0.703357201;0.680347711;0.650263219;0.620755127;0.647524618;0.624815504;0.616506805;0.608057456;0.606354921;0.598310209;0.58055706;0.545334369;0.515671947;0.588656928;0.836138152;0.806849186;0.737216853;0.703357201;0.680347711;0.650263219;0.620755127;0.647524618;0.624815504;0.616506805;0.608057456;0.606354921;0.598310209;0.58055706;0.545334369;0.515671947;0.588656928
0.841149254;0.813989445;0.740778288;0.70690951;0.683891188;0.653797259;0.624282145;0.651043773;0.631835902;0.623512565;0.615046622;0.613324518;0.605267305;0.587468453;0.558967729;0.528894305;0.601453818;0.841149254;0.813989445;0.740778288;0.70690951;0.683891188;0.653797259;0.624282145;0.651043773;0.631835902;0.623512565;0.615046622;0.613324518;0.605267305;0.587468453;0.558967729;0.528894305;0.601453818
0.841865126;0.816845548;0.747901156;0.710461819;0.687434666;0.657331298;0.627809163;0.654562929;0.638856301;0.627015444;0.622035788;0.620294115;0.6122244;0.594379847;0.565784408;0.542116662;0.614250707;0.841865126;0.816845548;0.747901156;0.710461819;0.687434666;0.657331298;0.627809163;0.654562929;0.638856301;0.627015444;0.622035788;0.620294115;0.6122244;0.594379847;0.565784408;0.542116662;0.614250707
0.843296869;0.817559574;0.75146259;0.714014128;0.694521621;0.660865337;0.63133618;0.66160124;0.6458767;0.630518324;0.629024954;0.627263712;0.619181495;0.597835544;0.572601088;0.55533902;0.627047597;0.843296869;0.817559574;0.75146259;0.714014128;0.694521621;0.660865337;0.63133618;0.66160124;0.6458767;0.630518324;0.629024954;0.627263712;0.619181495;0.597835544;0.572601088;0.55533902;0.627047597
0.844728613;0.818273599;0.755024024;0.717566437;0.698065099;0.664399376;0.634863198;0.665120396;0.652897099;0.634021203;0.63601412;0.634233308;0.626138591;0.60129124;0.579417767;0.568561378;0.639844487;0.844728613;0.818273599;0.755024024;0.717566437;0.698065099;0.664399376;0.634863198;0.665120396;0.652897099;0.634021203;0.63601412;0.634233308;0.626138591;0.60129124;0.579417767;0.568561378;0.639844487
